Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
18-010818,2018-03,03/10/2018 12:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,S GRAND BLVD / HARTFORD ST,25, , , , ,893884.9,1008098
18-010982,2018-03,03/11/2018 06:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4462,CLARENCE AVE,68, , ,4462,CLARENCE,897998.4,1035807
18-011056,2018-03,03/11/2018 06:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1465,S GRAND BLVD,29, , ,1465,GRAND,894852.6,1015265
18-010992,2018-03,03/11/2018 07:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL, ,1465,GRAND,894852.6,1015265
18-011100,2018-03,03/11/2018 08:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3114,FRANKLIN AVE,59, , ,3114,FRANKLIN,899509.6,1021943
18-011342,2018-03,03/11/2018 09:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2601,N 14TH ST,63, , ,2601,14TH,906684.5,1025591
18-010984,2018-03,03/11/2018 13:08,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 14TH ST / DR MARTIN LUTHER K,36, ,ALIAS MARTIN LUTHER KING DR/N 14TH S, , ,906469.1,1020109
18-011014,2018-03,03/11/2018 13:13,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1465,S GRAND BLVD,29,CARDINAL GLENNON, ,1465,GRAND,894852.6,1015265
18-011000,2018-03,03/11/2018 15:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4171,LINDELL BLVD,38,SCHNUCKS, ,4171,LINDELL,892104.8,1022153
18-011078,2018-03,03/11/2018 16:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4123,CLARENCE AVE,68, , ,4123,CLARENCE,896673.9,1034153
18-011650,2018-03,03/11/2018 17:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4823,LABADIE AVE,55, , ,4823,LABADIE,891406.2,1032966
18-011080,2018-03,03/11/2018 18:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5610,S COMPTON AVE,1, , ,5610,COMPTON,892852.6,994174.5
18-011169,2018-03,03/11/2018 19:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5826,SUNSHINE DR,8, , ,5826,SUNSHINE,878229.1,996931.4
18-011197,2018-03,03/12/2018 06:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,PARK AVE / S SPRING AVE,29, , ,1465,GRAND,894054,1015122
18-011231,2018-03,03/12/2018 07:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,956,HAMILTON AVE,48, , ,956,HAMILTON,880401.1,1029594
18-011200,2018-03,03/12/2018 07:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3658,GRANDEL SQ,77, , , , ,896066.2,1022725
18-011150,2018-03,03/12/2018 07:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3658,GRANDEL SQ,77, , , , ,896066.2,1022725
18-011173,2018-03,03/12/2018 07:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,GRANDEL SQ / N SPRING AVE,77, , ,915,GRAND,896066.2,1022725
18-011158,2018-03,03/12/2018 07:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-011340,2018-03,03/12/2018 11:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,726,DOVER PL,1, , ,726,DOVER,891314.8,994299.6
18-011160,2018-03,03/12/2018 15:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,ARSENAL ST / S GRAND BLVD,25, , , , ,893925.6,1008454
18-011284,2018-03,03/12/2018 16:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3853,POTOMAC ST,15, , ,3855,POTOMAC,891449.5,1005489
18-011306,2018-03,03/12/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,6105,ETZEL AVE,48, , ,6105,ETZEL,879425.1,1031441
18-011238,2018-03,03/12/2018 18:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5721,PAMPLIN PL,76, , ,5721,PAMPLIN,890833.9,1047520
18-011299,2018-03,03/13/2018 02:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3122,PRAIRIE AVE,59, , ,3122,PRAIRIE,899686.6,1029433
18-011320,2018-03,03/13/2018 06:50,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-011303,2018-03,03/13/2018 07:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-011310,2018-03,03/13/2018 07:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-011346,2018-03,03/13/2018 07:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77,VA HOSPITAL,LOT G,915,GRAND,896874.3,1022933
18-011492,2018-03,03/13/2018 08:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7512,KNACKSTEDT ST,4, , ,7512,KNACKSTEDT,885900.9,990975.8
18-011396,2018-03,03/13/2018 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3848,MERAMEC ST,16, , ,3848,MERAMEC,891718.9,1001385
18-011468,2018-03,03/13/2018 21:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2215,S 12TH ST,21, , ,2215,12TH,902880.1,1009766
18-011392,2018-03,03/14/2018 04:31,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,824,ANN AVE,21, , ,824,ANN,904312.9,1009370
18-011552,2018-03,03/14/2018 08:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5600,NATURAL BRIDGE AVE,50,BC PLUMBERS, , , ,886789.8,1037576
18-011461,2018-03,03/14/2018 10:26,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 17TH ST / DELMAR BLVD,36, , , , ,905126.3,1020099
18-011444,2018-03,03/14/2018 11:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3114,S GRAND BLVD,25,TOTAL ACCESS URGENT CARE, , , ,893907.5,1008295
18-011516,2018-03,03/14/2018 13:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4626,S GRAND BLVD,16, , ,4626,GRAND,892337.3,998645.4
18-011572,2018-03,03/14/2018 13:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,LABADIE AVE / UNION BLVD,52, , , , ,888387.8,1034764
18-011484,2018-03,03/14/2018 13:45,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4922,PENROSE ST,69, , ,4922,PENROSE,892632.8,1036790
18-011613,2018-03,03/14/2018 14:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6741,MANCHESTER AVE,43, , ,2401,ECOFF,876086,1014031
18-011597,2018-03,03/14/2018 14:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,6334,LILLIAN AVE,76, , ,6334,LILLIAN,887335.3,1044475
18-014492,2018-03,03/15/2018 00:01,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2933,BELL AVE,59, , ,2933,BELL,900463.6,1021964
18-011656,2018-03,03/15/2018 01:25,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4601,LOUGHBOROUGH AVE,4, , ,4601,LOUGHBOROUGH,882310.9,996077.3
18-011802,2018-03,03/15/2018 15:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3664,MONTANA ST,16, , ,3664,MONTANA,892502.4,1001319
18-011768,2018-03,03/15/2018 20:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1117,S KINGSHIGHWAY BLVD,40, , ,1117,KINGSHIGHWAY,887331.9,1017673
18-011766,2018-03,03/15/2018 21:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5241,GREER AVE,52, , ,5241,GREER,888872.6,1035024
18-011923,2018-03,03/16/2018 00:01,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4915,PERNOD AVE,14, , ,4915,PERNOD,885305.9,1005444
18-011834,2018-03,03/16/2018 07:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1465,S GRAND BLVD,29,CARDINAL GLENNON HOSPITAL GARAGE, ,1465,GRAND,894852.6,1015265
18-011854,2018-03,03/16/2018 07:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,GRANDEL SQ / N SPRING AVE,77, , , , ,896066.2,1022725
18-011859,2018-03,03/16/2018 07:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,ARSENAL ST / S GRAND BLVD,25, , , , ,893925.6,1008454
18-011837,2018-03,03/16/2018 08:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,1265,MCLARAN AVE,74, , ,5248,ST LOUIS,895302,1049744
18-011813,2018-03,03/16/2018 08:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N JEFFERSON AVE / MARKET ST,36, , , , ,901481.3,1018754
18-011848,2018-03,03/16/2018 08:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 10TH ST / CONVENTION PZ,35, , ,1005,CONVENTION PLAZA,907817.3,1019342
18-011958,2018-03,03/16/2018 12:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5512,VIRGINIA AVE,1, , ,5512,VIRGINIA,892860.9,994556.7
18-011797,2018-03,03/16/2018 12:45,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,3431,UNION BLVD,50, , ,3431,UNION,888884.8,1036000
18-013085,2018-03,03/16/2018 18:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3420,BLAIR AVE,65, , ,3420,BLAIR,906229.4,1028793
18-011905,2018-03,03/16/2018 22:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,GRAVOIS AVE / ITASKA ST,5, , , , ,887297.4,1001087
18-012137,2018-03,03/17/2018 03:22,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,8305,PENNSYLVANIA AVE,2, , ,8305,PENNSYLVANIA,887436.1,986698
18-012116,2018-03,03/17/2018 07:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,1027,HICKORY ST,34, , ,1027,HICKORY,905667.4,1013498
18-012005,2018-03,03/17/2018 12:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,CARDINAL AVE / LOCUST ST,37, , , , ,899205,1020595
18-011975,2018-03,03/17/2018 12:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,CLARK AVE / S TUCKER BLVD,35, , , , ,906179.5,1016672
18-012284,2018-03,03/17/2018 16:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2012,CHIPPEWA ST,18, , ,2012,CHIPPEWA,899372,1002107
18-012104,2018-03,03/17/2018 22:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1314,HAMILTON AVE,78, , ,1314,HAMILTON,881452.6,1032432
18-012131,2018-03,03/18/2018 08:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3638,BLAINE AVE,29, , ,3638,BLAINE,894371.8,1014288
18-012314,2018-03,03/18/2018 08:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5304,PENNSYLVANIA AVE,1, , ,5304,PENNSYLVANIA,894276,994536.1
18-012585,2018-03,03/18/2018 14:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4472,WALLACE AVE,5, , ,4472,WALLACE,885322.6,1001350
18-012585,2018-03,03/18/2018 14:00, , , ,-1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4472,WALLACE AVE,5, , ,4472,WALLACE,885322.6,1001350
18-012465,2018-03,03/18/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,6036,WESTMINSTER PL,46, , ,6036,WESTMINSTER,878671.9,1026656
18-012250,2018-03,03/18/2018 21:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5306,PENNSYLVANIA AVE,1, , ,5306,PENNSYLVANIA,894276,994536.1
18-012469,2018-03,03/18/2018 22:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6213,PENNSYLVANIA AVE,1, , ,6213,PENNSYLVANIA,892292.2,992141.6
18-012452,2018-03,03/19/2018 06:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,7410,HALL ST,79,CITY TOW, ,7823,MINNESOTA,899571.8,1044964
18-012356,2018-03,03/19/2018 08:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5121,DELMAR BLVD,51,INTERSTATE BLOOD BANK, ,5121,DELMAR,886474.4,1026474
18-012320,2018-03,03/19/2018 09:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,1325,S GRAND BLVD,29, , ,1325,GRAND,894902.8,1015747
18-013392,2018-03,03/19/2018 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3882,HARTFORD ST,15, , ,3882,HARTFORD,891874,1008221
18-012319,2018-03,03/19/2018 14:45,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,831,S 21ST ST,36, , ,831,21ST,902209.1,1015753
18-013337,2018-03,03/19/2018 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4117,WALSH ST,5, , ,4117,WALSH,887844.4,999337.8
18-011181,2018-03,03/20/2017 13:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,4007,NEBRASKA AVE,16, , ,4007,NEBRASKA,896021.3,1001292
18-012398,2018-03,03/20/2018 03:50,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5401,COLOGNE AVE,5,RESIDENCE,VEHICLE PARKED IN FRONT OF RESIDENCE,5401,COLOGNE,884890,999956.6
18-012436,2018-03,03/20/2018 14:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1244,UNION BLVD,51, , ,1244,UNION,885370.9,1029293
18-012447,2018-03,03/20/2018 15:40,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4289,KOSSUTH AVE,68, , ,4289,KOSSUTH,897163.4,1033667
18-012563,2018-03,03/20/2018 17:15,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,7091,PERNOD AVE,9, , ,5115,EICHELBERGER,873113.1,1007080
18-012527,2018-03,03/20/2018 19:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4610,ADKINS AVE,5, , ,4610,ADKINS,888268.6,1001016
18-012591,2018-03,03/20/2018 19:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1727,LOCUST ST,36, , ,1727,LOCUST,904546.6,1019310
18-012720,2018-03,03/21/2018 07:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-012682,2018-03,03/21/2018 07:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N GRAND BLVD / GRANDEL SQ,77,GRANDEL PARKING LOT, ,915,GRAND,897142.8,1022125
18-012613,2018-03,03/21/2018 07:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3658,GRANDEL SQ,77, , ,915,GRAND,896066.2,1022725
18-012712,2018-03,03/21/2018 07:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , ,915,GRAND,896874.3,1022933
18-012711,2018-03,03/21/2018 11:49,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,915,N GRAND BLVD,77, , , , ,896874.3,1022933
18-013841,2018-03,03/21/2018 18:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,6053,CLEMENS AVE,48, , ,6053,CLEMENS,878839.3,1028379
18-012692,2018-03,03/21/2018 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5124,NATURAL BRIDGE AVE,52,TRIPE CITY, , , ,890462.8,1035550
18-012732,2018-03,03/21/2018 22:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5028,ROSA AVE,6, , ,5028,ROSA,882854.4,1000135
18-012708,2018-03,03/21/2018 23:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5524,RIVERVIEW BLVD,72,@ ROY S TRANSMISSION, ,5524,RIVERVIEW,891320.4,1045598
18-013361,2018-03,03/22/2018 08:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6905,MANCHESTER AVE,43, , ,6500,MANCHESTER,875235.2,1013677
18-012790,2018-03,03/22/2018 08:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,3737,N KINGSHIGHWAY BLVD,70, , ,3737,KINGSHIGHWAY,891047.6,1035599
18-012765,2018-03,03/22/2018 08:45,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,CAROLINE ST / S THERESA AVE,31, , , , ,895967.6,1015531
18-012719,2018-03,03/22/2018 09:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3200,LASALLE ST,31, , ,3200,LASALLE,897422,1016148
18-012928,2018-03,03/22/2018 22:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1404,N UNION,51, ,UNION AND RIDGE AUTOMOTIVE,1404,UNION,885248.8,1027486
18-012845,2018-03,03/23/2018 01:59,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4142,UNION BLVD,70, , ,4142,UNION,890335.7,1037711
18-013045,2018-03,03/23/2018 11:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3841,POTOMAC ST,15, , ,3841,POTOMAC,891592.8,1005507
18-013100,2018-03,03/23/2018 17:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1000,WASHINGTON AVE,35, ,GARAGE,1000,WASHINGTON,907483,1018737
18-013080,2018-03,03/23/2018 19:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,CRITTENDEN ST / SALENA ST,22, , ,2930,SALENA,900707.8,1006975
18-013305,2018-03,03/23/2018 23:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,0,GASCONADE ST / I 55 NORTHBOUND,18, , , , ,898831.9,1000387
18-013034,2018-03,03/23/2018 23:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 6TH ST / PINE ST,35, , , , ,908649,1017426
18-013066,2018-03,03/24/2018 08:40,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,411,S 8TH ST,35,STARR PARKING LOT, ,411,8TH,907487.4,1015871
18-013169,2018-03,03/24/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,2816,UNION BLVD,52, , ,2816,UNION,888083.6,1033939
18-013210,2018-03,03/24/2018 22:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,S 4TH ST / GRATIOT ST,35, , , , ,908279.9,1014201
18-013668,2018-03,03/25/2018 10:15,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5648,CATES AVE,48, , ,5648,CATES,882333.4,1028264
18-013987,2018-03,03/25/2018 14:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3646,MONTANA ST,16, , ,3646,MONTANA,892682.8,1001317
18-014086,2018-03,03/26/2018 06:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3206,BELL AVE,77, , ,3206,BELL,899037.8,1022429
18-013480,2018-03,03/26/2018 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,1400,PENDLETON AVE,58, , , , ,893504.8,1027171
18-013396,2018-03,03/26/2018 15:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2000,MADISON ST,60, , ,1700,20TH,904374.2,1024178
18-014182,2018-03,03/26/2018 15:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1405,PINE ST,36, , ,1405,PINE,905730.9,1018275
18-013555,2018-03,03/26/2018 19:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,0,N KINGSHIGHWAY BLVD / SAINT LO,55, , , , ,890079.4,1033431
18-013585,2018-03,03/26/2018 20:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1916,LUCAS AVE,36, , ,1916,LUCAS,904169.6,1019938
18-013492,2018-03,03/27/2018 03:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5910,GARESCHE AVE,76, , ,5910,GARESCHE,890154.3,1044754
18-013633,2018-03,03/27/2018 09:15,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,800,N TUCKER BLVD,35, , ,4349,SCHIRMER,907168.5,1019631
18-013827,2018-03,03/27/2018 12:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4210,DUNCAN AVE,38, , ,4240,DUNCAN,890911.6,1020319
18-013686,2018-03,03/27/2018 23:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4735,ROSALIE ST,71, , ,4735,ROSALIE,896143.3,1039229
18-013720,2018-03,03/28/2018 07:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4170,GERALDINE AVE,70,MIDSTATE CONTAINER, ,4170,GERALDINE,890871.4,1037663
18-013713,2018-03,03/28/2018 07:02,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4170,GERALDINE AVE,70, , ,4170,GERALDINE,890871.4,1037663
18-013708,2018-03,03/28/2018 08:40,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4170,GERALDINE AVE,70,MIDSTATE CONTAINER, ,4170,GERALDINE,890871.4,1037663
18-013872,2018-03,03/28/2018 20:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,6110,MORGANFORD RD,5, , ,6110,MORGANFORD,885561.9,997160.3
18-013767,2018-03,03/28/2018 20:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3454,GRAVOIS AVE,30, , ,3454,GRAVOIS,894014.4,1005193
18-013825,2018-03,03/28/2018 22:30,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5201,VERNON AVE,51, , ,5201,VERNON,885962.2,1028866
18-013910,2018-03,03/29/2018 07:15,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,7201,LANSDOWNE AVE,9, ,@METROLINK - SHREWSBURY,7201,LANSDOWNE,872005.1,1004597
18-013907,2018-03,03/29/2018 09:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,0,N 13TH ST / GAY ST,36, , , , ,906830.9,1019860
18-014070,2018-03,03/30/2018 08:40,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1005,CONVENTION PZ,35, , ,1621,TUCKER,907803.4,1019347
18-014227,2018-03,03/30/2018 12:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,2111,SULPHUR AVE,11,DRURY INN, ,2111,SULPHUR,880747,1013760
18-014126,2018-03,03/30/2018 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5971,ENRIGHT AVE,48, , ,5971,ENRIGHT,879324.1,1027890
18-014370,2018-03,03/30/2018 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2637,CAROLINE ST,31, , ,2637,CAROLINE,899866.6,1014594
18-014204,2018-03,03/30/2018 18:00,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2604,OHIO AVE,24,@SPACE RACE STORAGE, ,2600,OHIO,898806.2,1009441
18-014596,2018-03,03/30/2018 18:30,Y, , ,1, , 65701,3,LARCENY-MTR VEH PARTS UNDER $500,2626,MISSOURI AVE,22, ,REAR,2626,MISSOURI,900174.9,1008709
18-014187,2018-03,03/30/2018 20:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,0,I 44 EASTBOUND / JAMIESON AVE,9, , ,2217,SUBLETTE,875335.7,1009627
18-014317,2018-03,03/31/2018 08:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4572,RED BUD AVE,68, , ,4572,RED BUD,899448.1,1035447
18-014291,2018-03,03/31/2018 09:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,4730,W FLORISSANT AVE,71, , ,4730,FLORISSANT,896299.1,1039307
18-014176,2018-03,03/31/2018 09:30,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1601,LUCAS AVE,36, ,SECURED PARKING LOT, , ,905459.8,1019591
18-014440,2018-03,03/31/2018 21:30,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,0,CORA AVE / ELMBANK AVE,56, , ,4655,ELMBANK,893172.6,1032776
18-012874,2018-03,05/05/2017 17:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,490,N KINGSHIGHWAY BLVD,38,RELIANT AUTOMOTIVE, ,4915,PERSHING,887784.3,1025320
18-010075,2018-03,08/01/2016 12:00,Y, , ,1, , 65701,6,LARCENY-MTR VEH PARTS UNDER $500,5036,THEKLA AVE,71,NORTH CITY CHURCH OF CHRIST, ,5036,THEKLA,893543.4,1039895
18-014008,2018-03,10/01/2017 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,742,AUBERT AVE,53, , ,742,AUBERT,888339.8,1026614
18-014082,2018-03,11/27/2017 17:48,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,0,DUNNICA AVE / GUSTINE AVE,16, , , , ,891150.9,1003132
18-010599,2018-03,03/09/2018 00:15,Y, , ,1, , 65711,6,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,5815,VIVIAN AVE,73, , ,5815,VIVIAN,892224.6,1047663
